,name,link,tel,email,website,addr,rank,ratings,review_num
2839,S'wok,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15095600-Reviews-S_wok-Montreal_Quebec.html,+1 514-985-9991,,,"4505 St-Denis, Montreal, Quebec H2J 2L4 Canada","#2,841 of 4,030 Restaurants in Montreal",5.0,1 review
2840,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15261016-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-481-7524,mailto:TimHortons102778@timzone.com,Website,"6500 Côte St Luc, Montreal, Quebec H4V 1G2 Canada","#2,841 of 4,030 Restaurants in Montreal",5.0,1 review
2841,Basha Pk Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4868559-Reviews-Basha_Pk_Restaurant-Montreal_Quebec.html,+1 514-842-8493,,Website,"225,Avenue du President-Kennedy, Montreal, Quebec H2X 3Y8 Canada","#2,843 of 4,030 Restaurants in Montreal",4.0,3
2842,Honi Honi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15110509-Reviews-Honi_Honi-Montreal_Quebec.html,+1 514-379-6828,,Website,"4559 Rue Wellington Verdun, Montreal, Quebec Canada","#2,844 of 4,030 Restaurants in Montreal",3.5,4
2843,Al Taib,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5775609-Reviews-Al_Taib-Montreal_Quebec.html,+1 514-931-1999,,Website,"2125 Guy St, Montreal, Quebec H3H 2L9 Canada","#2,845 of 4,030 Restaurants in Montreal",4.5,2
2844,Basha Ontario,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5093004-Reviews-Basha_Ontario-Montreal_Quebec.html,+1 514-658-5007,,Website,"3552 Ontario Street East, Montreal, Quebec H1W 1R5 Canada","#2,846 of 4,030 Restaurants in Montreal",4.0,4
2845,Wok To Go,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10341012-Reviews-Wok_To_Go-Montreal_Quebec.html,,,Website,"521 Rue Sainte Catherine Ouest, Montreal, Quebec H3B 1B2 Canada","#2,847 of 4,030 Restaurants in Montreal",4.0,6
2846,Sushi Plus Yitika,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15873713-Reviews-Sushi_Plus_Yitika-Montreal_Quebec.html,+1 514-903-8555,,Website,"4075, Rue Sainte-Catherine Est,, Montreal, Quebec H1W 2G9 Canada","#2,848 of 4,030 Restaurants in Montreal",5.0,1 review
2847,Classic India,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15900870-Reviews-Classic_India-Montreal_Quebec.html,+1 438-387-7733,,Website,"6914 Avenue Querbes, Montreal, Quebec H3N 2B2 Canada","#2,849 of 4,030 Restaurants in Montreal",5.0,1 review
2848,M4 Burritos Concordia,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8747946-Reviews-M4_Burritos_Concordia-Montreal_Quebec.html,+1 514-508-3478,mailto:info@m4burritos.ca,Website,"1530 Boulevard de Maisonneuve o, Montreal, Quebec H3G 1N1 Canada","#2,850 of 4,030 Restaurants in Montreal",4.5,2
2849,Maison WOK,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15074782-Reviews-Maison_WOK-Montreal_Quebec.html,+1 514-800-2375,,Website,"7569 Boulevard Newman, Montreal, Quebec Canada","#2,851 of 4,030 Restaurants in Montreal",3.5,3
2850,Sushi Shop,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12016684-Reviews-Sushi_Shop-Montreal_Quebec.html,+1 514-696-9933,,Website,"4924 Boul St-Jean, Montreal, Quebec H9H 4B2 Canada","#2,852 of 4,030 Restaurants in Montreal",4.0,4
2851,Presotea,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15049774-Reviews-Presotea-Montreal_Quebec.html,,,Website,"10 Rue de la Gauchetiere Ouest, Montreal, Quebec H2Z 1B9 Canada","#2,853 of 4,030 Restaurants in Montreal",3.5,7
2852,Tim Hortons,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15260816-Reviews-Tim_Hortons-Montreal_Quebec.html,+1 514-496-9932,mailto:TimHortons102275@timzone.com,Website,"3440 Boul St Laurent, Montreal, Quebec H2X 2T9 Canada","#2,854 of 4,030 Restaurants in Montreal",5.0,1 review
2853,Restaurant Sara,http://www.tripadvisor.ca/Restaurant_Review-g155032-d982279-Reviews-Restaurant_Sara-Montreal_Quebec.html,+1 514-843-9014,,,"4495 Boul Saint-Laurent, Montreal, Quebec H2W 1Z8 Canada","#2,855 of 4,030 Restaurants in Montreal",3.5,9
2854,Westrose,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14958683-Reviews-Westrose-Montreal_Quebec.html,+1 514-543-1006,mailto:contact@westrose.ca,Website,"1235 Avenue Greene, Montreal, Quebec H3Z 2A4 Canada",#129 of 147 Desserts in Montreal,3.5,11
2855,Restaurant Pho-Hin,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7332747-Reviews-Restaurant_Pho_Hin-Montreal_Quebec.html,+1 514-723-0999,,Website,"4130, Rue Jean-Talon E, Montreal, Quebec H1S 2V4 Canada","#2,857 of 4,030 Restaurants in Montreal",4.0,6
2856,Quesada Burritos & Tacos,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12398658-Reviews-Quesada_Burritos_Tacos-Montreal_Quebec.html,+1 514-564-3680,,Website,"3680 Chemin de la Cote Sainte Catherine, Montreal, Quebec H3T 1E1 Canada","#2,858 of 4,030 Restaurants in Montreal",4.0,4
2857,Amir Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5103557-Reviews-Amir_Restaurant-Montreal_Quebec.html,,,,,,,
2858,Restaurant Sara,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4871448-Reviews-Restaurant_Sara-Montreal_Quebec.html,+1 514-844-7575,,,"1 du Mont-Royal Ave W, Montreal, Quebec H2T 2R9 Canada","#2,860 of 4,030 Restaurants in Montreal",3.5,6
2859,Trente Sept Trente Quatre,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15329081-Reviews-Trente_Sept_Trente_Quatre-Montreal_Quebec.html,+1 514-303-0777,,,"3735 Rue Notre-Dame Ouest, Montreal, Quebec H4C 1P8 Canada","#2,861 of 4,030 Restaurants in Montreal",5.0,1 review
2860,Pyza Foods,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11803413-Reviews-Pyza_Foods-Montreal_Quebec.html,+1 514-223-4240,mailto:info@pyza.ca,Website,"1256 Dollard Avenue, Montreal, Quebec H8N 2P2 Canada","#2,862 of 4,030 Restaurants in Montreal",5.0,1 review
2861,Appayon,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14880095-Reviews-Appayon-Montreal_Quebec.html,+1 514-270-9090,,Website,"520 Ogilvy Ave, Montreal, Quebec H3N 1M8 Canada","#2,863 of 4,030 Restaurants in Montreal",5.0,1 review
2862,O Baobab,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15363369-Reviews-O_Baobab-Montreal_Quebec.html,+1 514-794-2415,,Website,"4050 rue de Bullion, Montréal, QC corner of Duluth, Montreal, Quebec H2W 2E5 Canada","#2,864 of 4,030 Restaurants in Montreal",5.0,1 review
2863,Arahova Souvlaki,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5098213-Reviews-Arahova_Souvlaki-Montreal_Quebec.html,+1 514-282-9717,,Website,"480 Saint-Laurent Blvd, Montreal, Quebec H2Y 3Y7 Canada","#2,865 of 4,030 Restaurants in Montreal",3.5,10
2864,KAFE Bistro 47,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12977805-Reviews-KAFE_Bistro_47-Montreal_Quebec.html,+1 514-303-5726,,Website,"4733 Papineau, Montreal, Quebec H2H 1V4 Canada","#2,866 of 4,030 Restaurants in Montreal",5.0,1 review
2865,Restaurant Napolotana,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7972080-Reviews-Restaurant_Napolotana-Montreal_Quebec.html,+1 514-564-5111,,,"5511 Rue de Verdun, Montreal, Quebec Canada","#2,867 of 4,030 Restaurants in Montreal",4.5,2
2866,Helico,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14789522-Reviews-Helico-Montreal_Quebec.html,15433543,,,"2009 de la Salle, Montreal, Quebec Canada","#2,868 of 4,030 Restaurants in Montreal",5.0,1 review
2867,Subway,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4873463-Reviews-Subway-Montreal_Quebec.html,+1 514-281-9217,,Website,"1575 A St-Denis, Montreal, Quebec H2X 3K3 Canada","#2,869 of 4,030 Restaurants in Montreal",3.5,4
2868,New Verdun Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d773743-Reviews-New_Verdun_Restaurant-Montreal_Quebec.html,+1 514-766-2375,,Website,"5001 De Verdun St, Montreal, Quebec H4G 1N5 Canada","#2,870 of 4,030 Restaurants in Montreal",3.5,26
2869,Oeuf Et Boeuf,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3493157-Reviews-Oeuf_Et_Boeuf-Montreal_Quebec.html,+1 514-729-4419,mailto:info@oeufetboeuf.com,Website,"3100, rue Masson, Montreal, Quebec H1Y 1X8 Canada","#2,871 of 4,030 Restaurants in Montreal",3.0,55
2870,Cafe Mucho Mucho,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13576681-Reviews-Cafe_Mucho_Mucho-Montreal_Quebec.html,+1 438-387-3855,,,"1951 Rosemont Blvd, Montreal, Quebec H2G 1S9 Canada","#2,872 of 4,030 Restaurants in Montreal",5.0,1 review
2871,Elgin Terrace Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d982189-Reviews-Elgin_Terrace_Restaurant-Montreal_Quebec.html,+1 514-849-6411,,,"1100 Av Docteur Penfield, Montreal, Quebec H3A 1A8 Canada","#2,873 of 4,030 Restaurants in Montreal",5.0,1 review
2872,Second Cup,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4428328-Reviews-Second_Cup-Montreal_Quebec.html,+1 514-485-2909,,Website,"5365 - 5369 Queen Mary Road, Montreal, Quebec H3X 1V1 Canada","#2,874 of 4,030 Restaurants in Montreal",4.0,4
2873,77 Cafe Sunset,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13454390-Reviews-77_Cafe_Sunset-Montreal_Quebec.html,+1 514-637-1777,mailto:77cafesunset@gmail.com,Website,"2560 blvd Saint Joseph, Montreal, Quebec H8S 2N9 Canada","#2,875 of 4,030 Restaurants in Montreal",3.5,8
2874,Beau Fort Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7970648-Reviews-Beau_Fort_Cafe-Montreal_Quebec.html,+1 514-274-6969,,,"414, Rue St-Zotique Est, Montreal, Quebec H2S 1L9 Canada","#2,876 of 4,030 Restaurants in Montreal",4.0,4
2875,Restaurant Fang Chi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4852484-Reviews-Restaurant_Fang_Chi-Montreal_Quebec.html,+1 514-933-7421,,Website,"3967 St Antoine Rue O, Montreal, Quebec H4C 1B7 Canada","#2,877 of 4,030 Restaurants in Montreal",4.0,3
2876,Souvlaki George,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5769270-Reviews-Souvlaki_George-Montreal_Quebec.html,+1 514-482-0040,,Website,"6995 Monkland Ave, Montreal, Quebec H4B 1J8 Canada","#2,878 of 4,030 Restaurants in Montreal",3.0,39
2877,Bardeco,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5078627-Reviews-Bardeco-Montreal_Quebec.html,+1 514-762-1333,,Website,"5917 Monk Blvd, Montreal, Quebec H4E 3H5 Canada","#2,879 of 4,030 Restaurants in Montreal",4.5,2
2878,Monteiro Grillades Portugaises,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14784326-Reviews-Monteiro_Grillades_Portugaises-Montreal_Quebec.html,+1 514-430-0111,,Website,"3711 Boul St-Laurent, Montreal, Quebec H2X 2V7 Canada","#2,880 of 4,030 Restaurants in Montreal",4.0,2
2879,Miss Banh Mi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12437391-Reviews-Miss_Banh_Mi-Montreal_Quebec.html,+1 514-379-1088,,,"1452 B. st-Mathieu, Montreal, Quebec H3H 2H9 Canada","#2,881 of 4,030 Restaurants in Montreal",5.0,1 review
2880,Boca Chica,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14134683-Reviews-Boca_Chica-Montreal_Quebec.html,+1 514-281-0000,mailto:info@bocachicamtl.com,Website,"12 Saint-Paul Street W, Montreal, Quebec H2Y 1Y7 Canada","#2,881 of 4,030 Restaurants in Montreal",5.0,1 review
2881,Burger King,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5087297-Reviews-Burger_King-Montreal_Quebec.html,+1 514-252-9634,mailto:careers@redberry.ca,Website,"6348 Rue Sherbrooke Est, Montreal, Quebec H1N 3P6 Canada","#2,883 of 4,030 Restaurants in Montreal",3.0,9
2882,Le Lobby Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12075590-Reviews-Le_Lobby_Bar-Montreal_Quebec.html,,mailto:info@lobbybar.ca,Website,"4538 Avenue Papineau Coin Mont Royal, Montreal, Quebec H2H 1V3 Canada","#2,884 of 4,030 Restaurants in Montreal",4.0,2
2883,Code & Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15066561-Reviews-Code_Cafe-Montreal_Quebec.html,+1 514-569-7167,,Website,"4304, rue St-Denis Near metro Mont-Royal, Montreal, Quebec H2J 2K8 Canada","#2,885 of 4,030 Restaurants in Montreal",5.0,1 review
2884,Zushi Sushi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10066964-Reviews-Zushi_Sushi-Montreal_Quebec.html,+1 514-670-0068,,Website,"1805, Ste-Catherine Ouest coin St-Mathieu, Montreal, Quebec H3H 1M2 Canada","#2,886 of 4,030 Restaurants in Montreal",3.0,30
2885,LaFontaine,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12745364-Reviews-LaFontaine-Montreal_Quebec.html,+1 514-528-8989,mailto:info@marchelafontaine.com,Website,"4050 Avenue du Parc la Fontaine, Montreal, Quebec H2L 3M8 Canada","#2,887 of 4,030 Restaurants in Montreal",4.0,2
2886,L'Oranger,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1130871-Reviews-L_Oranger-Montreal_Quebec.html,+1 514-866-1515,,,"343 St. Paul Est, Montreal, Quebec Canada","#2,888 of 4,030 Restaurants in Montreal",4.5,4
2887,Mamie Clafoutis Angus,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15127971-Reviews-Mamie_Clafoutis_Angus-Montreal_Quebec.html,+1 438-384-7225,,Website,"4093 Molson Street, Montreal, Quebec H1Y 3L1 Canada","#2,889 of 4,030 Restaurants in Montreal",4.0,2
2888,Cafe Du Port,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2647688-Reviews-Cafe_Du_Port-Montreal_Quebec.html,+1 514-841-1992,,,"417 Rue St-Pierre, Montreal, Quebec QC H2Y2M3 Canada","#2,890 of 4,030 Restaurants in Montreal",4.5,3
2889,Restaurant Aladdin,http://www.tripadvisor.ca/Restaurant_Review-g155032-d979870-Reviews-Restaurant_Aladdin-Montreal_Quebec.html,+1 514-342-7808,,,"6700 Ch De La Cote-Des-Neiges, Montreal, Quebec H3S 2B2 Canada","#2,891 of 4,030 Restaurants in Montreal",4.0,2
2890,Terraza,http://www.tripadvisor.ca/Restaurant_Review-g155032-d968331-Reviews-Terraza-Montreal_Quebec.html,+1 514-678-6664,,,"3673 boulevard Saint-Laurent, Montreal, Quebec H2X 2V5 Canada","#2,892 of 4,030 Restaurants in Montreal",5.0,1 review
2891,Pho 99 Chabanel,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11791884-Reviews-Pho_99_Chabanel-Montreal_Quebec.html,+1 514-387-8881,,Website,"9345 Boul St-Laurent, Montreal, Quebec H2N 1P6 Canada","#2,893 of 4,030 Restaurants in Montreal",4.0,2
2892,Baton Rouge,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4589280-Reviews-Baton_Rouge-Montreal_Quebec.html,,,,"Rue De St. Catherine, Montreal, Quebec Canada","#2,894 of 4,030 Restaurants in Montreal",3.0,21
2893,La Station des Sports,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8797825-Reviews-La_Station_des_Sports-Montreal_Quebec.html,+1 514-328-5777,,Website,"6862 Jarry Street East, Montreal, Quebec H1P 1W7 Canada","#2,895 of 4,030 Restaurants in Montreal",3.5,14
2894,Nouilles Star,http://www.tripadvisor.ca/Restaurant_Review-g155032-d15694923-Reviews-Nouilles_Star-Montreal_Quebec.html,+1 514-932-2888,,,"1871 Sainte-Catherine O, Montreal, Quebec H3H 1M2 Canada","#2,896 of 4,030 Restaurants in Montreal",3.5,3
2895,Pizza-Ria,http://www.tripadvisor.ca/Restaurant_Review-g155032-d979773-Reviews-Pizza_Ria-Montreal_Quebec.html,+1 514-875-7747,,,"741 Av Viger O, Montreal, Quebec H3B 4L5 Canada","#2,897 of 4,030 Restaurants in Montreal",5.0,2
2896,Dominos Pizza,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13375265-Reviews-Dominos_Pizza-Montreal_Quebec.html,+1 514-932-3030,,,"3628 Notre Dame West, Montreal, Quebec H4C 1P5 Canada","#2,898 of 4,030 Restaurants in Montreal",5.0,1 review
2897,New Lasalle Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d771660-Reviews-New_Lasalle_Restaurant-Montreal_Quebec.html,+1 514-366-4232,,Website,"1443 Boul Shevchenko, Montreal, Quebec H8N 1P2 Canada","#2,899 of 4,030 Restaurants in Montreal",3.5,6
2898,Place Tevere,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4878987-Reviews-Place_Tevere-Montreal_Quebec.html,+1 514-333-7053,,Website,"3131, Cote-Vertu, Montreal, Quebec H4R 1Y1 Canada","#2,900 of 4,030 Restaurants in Montreal",4.0,12
2899,Restaurant Montanara,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5291594-Reviews-Restaurant_Montanara-Montreal_Quebec.html,+1 514-316-7316,,,"2291, rue Fleury E., Montreal, Quebec H2B 1K7 Canada","#2,901 of 4,030 Restaurants in Montreal",3.5,7
2900,AIR Rooftop Terrace,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13220645-Reviews-AIR_Rooftop_Terrace-Montreal_Quebec.html,+1 514-657-5000,,Website,"1250 Boulevard Robert-Bourassa Renaissance Montreal Downtown Hotel, Montreal, Quebec H3B 3B8 Canada","#2,902 of 4,030 Restaurants in Montreal",3.5,15
2901,Dans La Gueule Du Loup,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12529544-Reviews-Dans_La_Gueule_Du_Loup-Montreal_Quebec.html,,,,,,,
2902,Pilote,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2409721-Reviews-Pilote-Montreal_Quebec.html,,,,"160 rue Notre Dame East, Montreal, Quebec H2Y 1C2 Canada","#2,904 of 4,030 Restaurants in Montreal",4.0,4
2903,The Kiosque,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2052638-Reviews-The_Kiosque-Montreal_Quebec.html,,,Website,"1428 Mackay, Montreal, Quebec H3G 2H7 Canada","#2,905 of 4,030 Restaurants in Montreal",4.5,2
2904,Sushi Bonsa,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11680972-Reviews-Sushi_Bonsa-Montreal_Quebec.html,+1 514-282-8868,,Website,"4818 Rue Saint-Denis, Montreal, Quebec H2J 2L6 Canada","#2,906 of 4,030 Restaurants in Montreal",3.5,3
2905,Monsieur Hotdog Plus,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4876158-Reviews-Monsieur_Hotdog_Plus-Montreal_Quebec.html,+1 514-277-3333,,,"7751 Rue, Montreal, Quebec H2R 2P1 Canada","#2,907 of 4,030 Restaurants in Montreal",4.5,2
2906,Delice oriental,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12628416-Reviews-Delice_oriental-Montreal_Quebec.html,+1 514-564-8999,,,"1858 Ste Catherine Ouest, Montreal, Quebec H3H 1M1 Canada","#2,908 of 4,030 Restaurants in Montreal",3.5,3
2907,Vieille Italie,http://www.tripadvisor.ca/Restaurant_Review-g155032-d980890-Reviews-Vieille_Italie-Montreal_Quebec.html,+1 514-954-1288,,,"39 Rue De La Commune E, Montreal, Quebec H2Y 1H9 Canada","#2,909 of 4,030 Restaurants in Montreal",4.0,3
2908,Tekka Grill,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12157605-Reviews-Tekka_Grill-Montreal_Quebec.html,+1 514-675-6060,,Website,"4933 Boulevard St-Jean, Montreal, Quebec H9H 2A9 Canada","#2,910 of 4,030 Restaurants in Montreal",4.0,2
2909,Opus ll,http://www.tripadvisor.ca/Restaurant_Review-g155032-d707532-Reviews-Opus_ll-Montreal_Quebec.html,+1 514-284-1110,,,"1050 Sherbrooke Street, West, Montreal, Quebec H3A 2R6 Canada","#2,911 of 4,030 Restaurants in Montreal",5.0,2
2910,Gringo Restaurant Inc,http://www.tripadvisor.ca/Restaurant_Review-g155032-d770511-Reviews-Gringo_Restaurant_Inc-Montreal_Quebec.html,+1 514-354-4660,,,"7270 Saint-Zotique St E, Montreal, Quebec H1M 3G6 Canada","#2,912 of 4,030 Restaurants in Montreal",4.5,3
2911,Tai Express,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4880217-Reviews-Tai_Express-Montreal_Quebec.html,+1 514-332-9651,mailto:info@thaiexpress.ca,Website,"3131 de la Cote-Vertu Blvd, Montreal, Quebec H4R 1Y8 Canada","#2,913 of 4,030 Restaurants in Montreal",4.0,4
2912,Jitaku,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14107651-Reviews-Jitaku-Montreal_Quebec.html,+1 514-523-2516,,Website,"951 Ave Duluth Est, Montreal, Quebec H2L 4X5 Canada","#2,914 of 4,030 Restaurants in Montreal",5.0,1 review
2913,To Comptoir Asiatique,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13339420-Reviews-To_Comptoir_Asiatique-Montreal_Quebec.html,+1 514-543-8086,mailto:nicolas.delrieu@hotmail.com,Website,"212 rue Milton, Montreal, Quebec H2X 1V6 Canada","#2,915 of 4,030 Restaurants in Montreal",5.0,1 review
2914,Caribbean Food Factory,http://www.tripadvisor.ca/Restaurant_Review-g155032-d16694556-Reviews-Caribbean_Food_Factory-Montreal_Quebec.html,+1 514-481-2444,,,"5311 De maisonneuve Ouest, Montreal, Quebec H4A 1Z5 Canada","#2,916 of 4,030 Restaurants in Montreal",3.5,3
2915,Cari Masala,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2721027-Reviews-Cari_Masala-Montreal_Quebec.html,+1 514-351-2552,,,"9194 Sherbrooke Est, Montreal, Quebec H1L 1E5 Canada","#2,917 of 4,030 Restaurants in Montreal",3.5,20
2916,Chez tau bay,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12608963-Reviews-Chez_tau_bay-Montreal_Quebec.html,,,,,,,
2917,Pizza Giuseppe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8479603-Reviews-Pizza_Giuseppe-Montreal_Quebec.html,,,,,,4.0,14
2918,Aqualunch,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4851245-Reviews-Aqualunch-Montreal_Quebec.html,+1 514-284-1900,,,"977 Sainte-Catherine Rue O, Montreal, Quebec H3B 4W3 Canada","#2,920 of 4,030 Restaurants in Montreal",4.0,3
2919,Allo Taouk,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8708492-Reviews-Allo_Taouk-Montreal_Quebec.html,+1 514-624-0050,,,"4933 Boul Saint Jean, Montreal, Quebec H9H 2A9 Canada","#2,921 of 4,030 Restaurants in Montreal",3.5,3
2920,Royal Submarine Sandwiches,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4879102-Reviews-Royal_Submarine_Sandwiches-Montreal_Quebec.html,+1 514-272-9788,,,"10 Bernard Rue O, Montreal, Quebec H2T 2J7 Canada","#2,922 of 4,030 Restaurants in Montreal",4.0,2
2921,Caffeine Plus,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7216450-Reviews-Caffeine_Plus-Montreal_Quebec.html,+1 438-382-6500,,,"888 Bd de Maisonneuve E, Montreal, Quebec H2L 4S8 Canada","#2,923 of 4,030 Restaurants in Montreal",4.5,2
2922,Ferraro Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4848000-Reviews-Ferraro_Restaurant-Montreal_Quebec.html,+1 514-750-1377,,,"254 Bernard, Montreal, Quebec H2V 1T4 Canada","#2,924 of 4,030 Restaurants in Montreal",4.0,2
2923,Harvey's,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14794361-Reviews-Harvey_s-Montreal_Quebec.html,+1 514-696-1788,,Website,"14855 Pierrefonds Blvd, Montreal, Quebec H9H 4M5 Canada","#2,925 of 4,030 Restaurants in Montreal",3.5,5
2924,Ram Sweet Shop,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4847580-Reviews-Ram_Sweet_Shop-Montreal_Quebec.html,+1 514-564-8080,,Website,"1016 Jean-Talon West, Montreal, Quebec H3N 1T1 Canada","#2,926 of 4,030 Restaurants in Montreal",5.0,1 review
2925,Traiteur Lt,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5080560-Reviews-Traiteur_Lt-Montreal_Quebec.html,+1 514-384-5552,,Website,"2339 Ave. Charland, Montreal, Quebec H1Z 1B8 Canada","#2,927 of 4,030 Restaurants in Montreal",5.0,1 review
2926,Trevi Pizzeria,http://www.tripadvisor.ca/Restaurant_Review-g155032-d980865-Reviews-Trevi_Pizzeria-Montreal_Quebec.html,+1 514-768-6696,,Website,"800 Rue De L'eglise, Montreal, Quebec Canada","#2,928 of 4,030 Restaurants in Montreal",3.5,9
2927,Pizza Ben,http://www.tripadvisor.ca/Restaurant_Review-g155032-d979792-Reviews-Pizza_Ben-Montreal_Quebec.html,+1 514-287-9400,,Website,"173 Sherbrooke Rue E, Montreal, Quebec H2X 1C7 Canada","#2,929 of 4,030 Restaurants in Montreal",3.5,3
2928,Yokosu Sushi Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1054469-Reviews-Yokosu_Sushi_Restaurant-Montreal_Quebec.html,+1 514-529-6286,,,"844 avenue du Mont-Royal Est, Montreal, Quebec H2J 1X1 Canada","#2,930 of 4,030 Restaurants in Montreal",3.5,3
2929,Express Pizza & Poulet,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5107667-Reviews-Express_Pizza_Poulet-Montreal_Quebec.html,+1 514-744-1111,,Website,"1775 Grenet Rue, Montreal, Quebec H4L 2R6 Canada","#2,931 of 4,030 Restaurants in Montreal",5.0,1 review
2930,Medi Medi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d706733-Reviews-Medi_Medi-Montreal_Quebec.html,+1 514-284-2195,,,"479 St Alexis, Montreal, Quebec H2Y 2N7 Canada","#2,932 of 4,030 Restaurants in Montreal",5.0,2
2931,Pizza Roni,http://www.tripadvisor.ca/Restaurant_Review-g155032-d979763-Reviews-Pizza_Roni-Montreal_Quebec.html,+1 514-332-1332,,Website,"196 Boul Henri-Bourassa O, Montreal, Quebec H3L 1N3 Canada","#2,933 of 4,030 Restaurants in Montreal",3.5,10
2932,Taco Mexi Que Cana,http://www.tripadvisor.ca/Restaurant_Review-g155032-d13310933-Reviews-Taco_Mexi_Que_Cana-Montreal_Quebec.html,+1 514-737-8226,,Website,"Rockland Shopping Centre 2305 Rockland Rd, Mount Royal, QC H3P 3E9, Montreal, Quebec H3P 3E9 Canada","#2,934 of 4,030 Restaurants in Montreal",5.0,1 review
